Company,Model,Mileage,Dealer_Name,Rating,Review Count,Price ($),Car_id,Date,Customer Name,Gender,Annual Income,Color,Dealer_No ,Body Style,Phone,Dealer_Region
Acura,Integra,,McKinney Dodge Chrysler Jeep,,,45000.0,C_CND_000391,2/7/2022,Keyla,Female,960000.0,Black,85257-3102,Passenger,6373366.0,Scottsdale
Acura,Integra,,Motor Vehicle Branch Office,,,45000.0,C_CND_007354,10/31/2022,Elliott,Male,906000.0,Black,78758-7841,Passenger,8515969.0,Austin
Acura,Integra,,Motor Vehicle Branch Office,,,45000.0,C_CND_021630,11/24/2023,Lucie,Male,793437.5,Black,78758-7841,Passenger,7183958.0,Austin
Acura,Integra,,Nebo Chevrolet,,,45000.0,C_CND_021357,11/20/2023,Axel,Male,793437.5,Black,06457-3834,Passenger,6482439.0,Middletown
Acura,Integra,,New Castle Ford Lincoln Mercury,,,45000.0,C_CND_023015,12/14/2023,Emma,Male,793437.5,Black,60504-7114,Passenger,7678685.0,Aurora
Acura,Integra,,Pitre Buick-Pontiac-Gmc of Scottsdale,,,45000.0,C_CND_017237,8/29/2023,Lucille,Male,793437.5,Black,99301-3882,Passenger,6664022.0,Pasco
Acura,Integra,,Progressive Shippers Cooperative Association No,,,45000.0,C_CND_010751,1/8/2023,Jack,Male,920000.0,Black,53546-9427,Passenger,6719555.0,Pasco
Acura,Integra,,Progressive Shippers Cooperative Association No,,,45000.0,C_CND_017259,8/29/2023,Bryson,Male,793437.5,Black,53546-9427,Passenger,6076911.0,Janesville
Acura,Integra,,Progressive Shippers Cooperative Association No,,,45000.0,C_CND_019811,10/21/2023,Blake,Male,1230000.0,Black,53546-9427,Passenger,8642098.0,Janesville
Acura,Integra,,Progressive Shippers Cooperative Association No,,,45000.0,C_CND_022573,12/8/2023,Laura,Male,793437.5,Black,53546-9427,Passenger,8706532.0,Pasco
Acura,Integra,,Rabun Used Car Sales,,,45000.0,C_CND_016713,8/14/2023,Isabelle,Male,793437.5,Black,85257-3102,Passenger,8998761.0,Scottsdale
Acura,Integra,,Race Car Help,,,45000.0,C_CND_011731,3/8/2023,Leo,Male,793437.5,Black,78758-7841,Passenger,8580298.0,Austin
Acura,Integra,,Ryder Truck Rental and Leasing,,,45000.0,C_CND_006197,9/24/2022,Hannah,Male,1250000.0,Black,06457-3834,Passenger,7761612.0,Middletown
Acura,Integra,,Ryder Truck Rental and Leasing,,,45000.0,C_CND_013716,5/15/2023,Irene,Male,793437.5,Black,06457-3834,Passenger,6111429.0,Middletown
Acura,Integra,,Saab-Belle Dodge,,,45001.0,C_CND_002895,6/1/2022,Connor,Male,1300000.0,Black,60504-7114,Passenger,8157073.0,Aurora
Acura,Integra,,Saab-Belle Dodge,,,45500.0,C_CND_000580,2/22/2022,Jayden,Male,793437.5,Black,60504-7114,Passenger,7872509.0,Scottsdale
Acura,Integra,,Scrivener Performance Engineering,,,45000.0,C_CND_007605,11/7/2022,Talia,Female,793437.5,Black,38701-8047,Passenger,8469813.0,Greenville
Acura,Integra,,Scrivener Performance Engineering,,,45000.0,C_CND_008887,11/28/2022,Bracha,Male,1240000.0,Black,38701-8047,Passenger,7437355.0,Greenville
Acura,Integra,,Scrivener Performance Engineering,,,45000.0,C_CND_015385,6/30/2023,Hailey,Female,793437.5,Black,38701-8047,Passenger,7329929.0,Greenville
Acura,Integra,,Scrivener Performance Engineering,,,45000.0,C_CND_022251,12/3/2023,Ava,Male,1130000.0,Black,38701-8047,Passenger,7829632.0,Greenville
Acura,Integra,,Scrivener Performance Engineering,,,45250.0,C_CND_009296,12/5/2022,Leonardo,Male,793437.5,Black,38701-8047,Passenger,7349141.0,Greenville
Acura,Integra,,Star Enterprises Inc,,,24233.0,C_CND_013808,5/19/2023,Tibo,Male,1700000.0,Black,99301-3882,Passenger,6610359.0,Pasco
Acura,Integra,,Star Enterprises Inc,,,45000.0,C_CND_012868,4/17/2023,Addison,Female,1000050.0,Black,99301-3882,Passenger,6575049.0,Pasco
Acura,Integra,,Suburban Ford,,,45000.0,C_CND_007324,10/31/2022,Hector,Male,1050000.0,Black,53546-9427,Passenger,6416264.0,Janesville
Acura,Integra,,Suburban Ford,,,45000.0,C_CND_010630,12/31/2022,Luca,Female,793437.5,Black,53546-9427,Passenger,7550104.0,Janesville
Acura,Integra,,Suburban Ford,,,45000.0,C_CND_016592,8/9/2023,Elvis,Male,793437.5,Black,53546-9427,Passenger,7184688.0,Janesville
Acura,Integra,,Tri-State Mack Inc,,,45000.0,C_CND_023084,12/16/2023,Samuel,Male,793437.5,Black,85257-3102,Passenger,7190082.0,Scottsdale
Acura,Integra,,Tri-State Mack Inc,,,45001.0,C_CND_010340,12/25/2022,Hayden,Male,1400000.0,Black,85257-3102,Passenger,7010468.0,Scottsdale
Acura,Integra,,U-Haul CO,,,45000.0,C_CND_008669,11/24/2022,Ellis,Female,793437.5,Black,78758-7841,Passenger,7892329.0,Austin
Acura,Integra,,U-Haul CO,,,45000.0,C_CND_015350,6/28/2023,Makayla,Male,793437.5,Black,78758-7841,Passenger,7050788.0,Austin
Acura,Integra,,U-Haul CO,,,45000.0,C_CND_019792,10/21/2023,Brayan,Male,793437.5,Black,78758-7841,Passenger,6945797.0,Austin
Acura,RL,,Buddy Storbeck's Diesel Service Inc,,,17000.0,C_CND_009442,12/7/2022,Santino,Male,1230000.0,Pale White,06457-3834,SUV,6819537.0,Middletown
Acura,RL,,Buddy Storbeck's Diesel Service Inc,,,17500.0,C_CND_017902,9/6/2023,Arvin,Male,1405000.0,Red,06457-3834,SUV,8766107.0,Middletown
Acura,RL,,Buddy Storbeck's Diesel Service Inc,,,17500.0,C_CND_022720,12/10/2023,Camille,Male,1725000.0,Red,06457-3834,SUV,7490166.0,Middletown
Acura,RL,,Buddy Storbeck's Diesel Service Inc,,,18000.0,C_CND_012125,3/19/2023,Aliyah,Female,930000.0,Black,06457-3834,SUV,8220068.0,Middletown
Acura,RL,,Buddy Storbeck's Diesel Service Inc,,,18000.0,C_CND_023669,12/27/2023,Rivka,Female,793437.5,Black,06457-3834,SUV,6145123.0,Pasco
Acura,RL,,Buddy Storbeck's Diesel Service Inc,,,24000.0,C_CND_001576,4/11/2022,Julian,Male,793437.5,Black,06457-3834,SUV,6592379.0,Middletown
Acura,RL,,Buddy Storbeck's Diesel Service Inc,,,24001.0,C_CND_019583,10/15/2023,Hugo,Female,890000.0,Black,06457-3834,SUV,8718863.0,Middletown
Acura,RL,,Buddy Storbeck's Diesel Service Inc,,,24500.0,C_CND_014926,6/17/2023,Raymond,Male,1595000.0,Black,06457-3834,SUV,8958563.0,Middletown
Acura,RL,,Buddy Storbeck's Diesel Service Inc,,,26100.0,C_CND_018925,9/25/2023,Jesse,Male,1211000.0,Red,06457-3834,SUV,8923402.0,Middletown
Acura,RL,,Buddy Storbeck's Diesel Service Inc,,,31000.0,C_CND_019603,10/15/2023,Robert,Male,793437.5,Red,06457-3834,SUV,7767953.0,Middletown
Acura,RL,,Buddy Storbeck's Diesel Service Inc,,,34001.0,C_CND_007916,11/12/2022,Oscar,Male,1550000.0,Red,06457-3834,SUV,8362405.0,Middletown
Acura,RL,,C & M Motors Inc,,,17000.0,C_CND_000629,2/28/2022,Richard,Male,793437.5,Pale White,60504-7114,SUV,7074236.0,Aurora
Acura,RL,,C & M Motors Inc,,,17001.0,C_CND_017891,9/6/2023,Manon,Female,793437.5,Pale White,60504-7114,SUV,7725277.0,Aurora
Acura,RL,,C & M Motors Inc,,,17001.0,C_CND_023254,12/19/2023,Emily,Female,793437.5,Red,60504-7114,SUV,7868693.0,Aurora
Acura,RL,,C & M Motors Inc,,,24001.0,C_CND_022592,12/9/2023,Cannelle,Male,915000.0,Black,60504-7114,SUV,6895058.0,Aurora
Acura,RL,,C & M Motors Inc,,,26000.0,C_CND_018157,9/11/2023,Aidan,Male,793437.5,Red,60504-7114,SUV,7762215.0,Aurora
Acura,RL,,C & M Motors Inc,,,31000.0,C_CND_002527,5/17/2022,Erika,Male,793437.5,Red,60504-7114,SUV,7920030.0,Janesville
Acura,RL,,C & M Motors Inc,,,34000.0,C_CND_003291,6/18/2022,Eduardo,Male,895000.0,Red,60504-7114,SUV,8551033.0,Aurora
Acura,RL,,C & M Motors Inc,,,34000.0,C_CND_006321,9/25/2022,Madison,Male,793437.5,Pale White,60504-7114,SUV,7095344.0,Aurora
Acura,RL,,C & M Motors Inc,,,34001.0,C_CND_013305,5/2/2023,Oriane,Male,1450000.0,Red,60504-7114,SUV,8848578.0,Austin
Acura,RL,,C & M Motors Inc,,,34001.0,C_CND_021243,11/19/2023,Martin,Female,793437.5,Pale White,60504-7114,SUV,7231477.0,Aurora
Acura,RL,,Capitol KIA,,,17001.0,C_CND_011769,3/8/2023,Romain,Female,985000.0,Pale White,38701-8047,SUV,6821850.0,Middletown
Acura,RL,,Capitol KIA,,,17001.0,C_CND_014759,6/12/2023,Alice,Male,847000.0,Pale White,38701-8047,SUV,8701009.0,Greenville
Acura,RL,,Capitol KIA,,,17050.0,C_CND_008166,11/15/2022,Nathan,Male,1750500.0,Pale White,38701-8047,SUV,7188111.0,Greenville
Acura,RL,,Capitol KIA,,,18000.0,C_CND_002225,5/3/2022,Jeanne,Male,845000.0,Black,38701-8047,SUV,7294954.0,Greenville
Acura,RL,,Capitol KIA,,,18000.0,C_CND_002377,5/10/2022,Briana,Female,793437.5,Black,38701-8047,SUV,6713644.0,Greenville
Acura,RL,,Capitol KIA,,,18101.0,C_CND_020401,11/5/2023,Jack,Male,2356062.5,Black,38701-8047,SUV,6201428.0,Greenville
Acura,RL,,Capitol KIA,,,24000.0,C_CND_011291,2/9/2023,Riley,Male,1600000.0,Black,38701-8047,SUV,6931243.0,Greenville
Acura,RL,,Capitol KIA,,,24001.0,C_CND_017403,9/1/2023,Leo,Male,1300000.0,Black,38701-8047,SUV,7442278.0,Aurora
Acura,RL,,Capitol KIA,,,34000.0,C_CND_023638,12/26/2023,Antoine,Female,793437.5,Red,38701-8047,SUV,6985826.0,Janesville
Acura,RL,,Capitol KIA,,,34001.0,C_CND_018665,9/22/2023,Anne-Julie,Male,861000.0,Red,38701-8047,SUV,6130272.0,Greenville
Acura,RL,,Chrysler Plymouth,,,17000.0,C_CND_018716,9/22/2023,Iker,Male,810000.0,Pale White,53546-9427,SUV,8390931.0,Janesville
Acura,RL,,Chrysler Plymouth,,,18000.0,C_CND_013663,5/14/2023,Miriam,Male,793437.5,Black,53546-9427,SUV,7826049.0,Janesville
Acura,RL,,Chrysler Plymouth,,,18000.0,C_CND_020192,11/3/2023,Emmanuel,Male,793437.5,Black,53546-9427,SUV,8076451.0,Janesville
Acura,RL,,Chrysler Plymouth,,,18000.0,C_CND_022731,12/10/2023,Claire,Male,793437.5,Black,53546-9427,SUV,6372701.0,Greenville
Acura,RL,,Chrysler Plymouth,,,18001.0,C_CND_017181,8/27/2023,Andrew,Male,810000.0,Black,53546-9427,SUV,8509768.0,Janesville
Acura,RL,,Chrysler Plymouth,,,31000.0,C_CND_020784,11/10/2023,Lucas,Male,900000.0,Pale White,53546-9427,SUV,6654088.0,Austin
Acura,RL,,Chrysler Plymouth,,,34500.0,C_CND_005510,9/11/2022,Omar,Male,982500.0,Pale White,53546-9427,SUV,8168625.0,Janesville
Acura,RL,,Chrysler of Tri-Cities,,,17000.0,C_CND_000055,1/3/2022,Tamar,Male,793437.5,Pale White,99301-3882,SUV,8523869.0,Middletown
Acura,RL,,Chrysler of Tri-Cities,,,17000.0,C_CND_022899,12/12/2023,Moises,Male,793437.5,Red,99301-3882,SUV,6957608.0,Pasco
Acura,RL,,Chrysler of Tri-Cities,,,17001.0,C_CND_010369,12/25/2022,Dana,Male,793437.5,Pale White,99301-3882,SUV,6841223.0,Pasco
Acura,RL,,Chrysler of Tri-Cities,,,17001.0,C_CND_012620,4/8/2023,Leah,Male,793437.5,Red,99301-3882,SUV,6365909.0,Pasco
Acura,RL,,Chrysler of Tri-Cities,,,17001.0,C_CND_015298,6/26/2023,Natasha,Female,793437.5,Pale White,99301-3882,SUV,6655656.0,Greenville
Acura,RL,,Chrysler of Tri-Cities,,,24000.0,C_CND_004629,8/15/2022,Bracha,Male,980000.0,Black,99301-3882,SUV,7576856.0,Pasco
Acura,RL,,Chrysler of Tri-Cities,,,24000.0,C_CND_009307,12/5/2022,Frimet,Female,793437.5,Black,99301-3882,SUV,6242546.0,Greenville
Acura,RL,,Chrysler of Tri-Cities,,,31000.0,C_CND_003473,6/25/2022,Lea,Female,793437.5,Red,99301-3882,SUV,7554203.0,Pasco
Acura,RL,,Chrysler of Tri-Cities,,,34000.0,C_CND_012985,4/19/2023,Sienna,Male,793437.5,Red,99301-3882,SUV,8371579.0,Pasco
Acura,RL,,Classic Chevy,,,17000.0,C_CND_001145,3/22/2022,Anna,Female,793437.5,Pale White,85257-3102,SUV,8009854.0,Scottsdale
Acura,RL,,Classic Chevy,,,17000.0,C_CND_006325,9/25/2022,Malia,Male,793437.5,Pale White,85257-3102,SUV,6988463.0,Scottsdale
Acura,RL,,Classic Chevy,,,17000.0,C_CND_008796,11/27/2022,Phoebe,Male,793437.5,Red,85257-3102,SUV,7164309.0,Scottsdale
Acura,RL,,Classic Chevy,,,17000.0,C_CND_012351,3/31/2023,Ella,Male,793437.5,Red,85257-3102,SUV,8424790.0,Scottsdale
Acura,RL,,Classic Chevy,,,18000.0,C_CND_000267,1/27/2022,Liam,Male,793437.5,Black,85257-3102,SUV,7085492.0,Scottsdale
Acura,RL,,Classic Chevy,,,24000.0,C_CND_000785,3/7/2022,Sanaa,Male,1500000.0,Black,85257-3102,SUV,8000061.0,Scottsdale
Acura,RL,,Classic Chevy,,,24500.0,C_CND_014348,5/31/2023,Hassan,Female,1225000.0,Black,85257-3102,SUV,6391824.0,Scottsdale
Acura,RL,,Classic Chevy,,,31000.0,C_CND_002358,5/8/2022,Annabelle,Female,793437.5,Red,85257-3102,SUV,8054810.0,Greenville
Acura,RL,,Classic Chevy,,,34000.0,C_CND_004731,8/21/2022,Caleb,Male,793437.5,Red,85257-3102,SUV,7346093.0,Scottsdale
Acura,RL,,Clay Johnson Auto Sales,,,17000.0,C_CND_006603,10/2/2022,Aniyah,Female,793437.5,Pale White,78758-7841,SUV,6349261.0,Austin
Acura,RL,,Clay Johnson Auto Sales,,,17000.0,C_CND_007333,10/31/2022,Makayla,Male,793437.5,Red,78758-7841,SUV,7817174.0,Austin
Acura,RL,,Clay Johnson Auto Sales,,,18000.0,C_CND_021410,11/20/2023,Maude,Male,855000.0,Black,78758-7841,SUV,6963048.0,Aurora
Acura,RL,,Clay Johnson Auto Sales,,,18000.0,C_CND_021548,11/23/2023,Sacha,Male,793437.5,Black,78758-7841,SUV,6981080.0,Austin
Acura,RL,,Clay Johnson Auto Sales,,,18001.0,C_CND_011183,2/5/2023,Isiah,Male,2356062.5,Black,78758-7841,SUV,7901677.0,Austin
Acura,RL,,Clay Johnson Auto Sales,,,24001.0,C_CND_020378,11/5/2023,Tristan,Female,793437.5,Black,78758-7841,SUV,8734133.0,Austin
Acura,RL,,Clay Johnson Auto Sales,,,26000.0,C_CND_023541,12/25/2023,Mindy,Male,793437.5,Red,78758-7841,SUV,6150704.0,Greenville
Acura,RL,,Clay Johnson Auto Sales,,,31501.0,C_CND_009965,12/17/2022,Lazer,Male,793437.5,Pale White,78758-7841,SUV,7870357.0,Austin
Acura,RL,,Clay Johnson Auto Sales,,,34000.0,C_CND_003964,7/14/2022,Jeremiah,Female,990000.0,Red,78758-7841,SUV,6813357.0,Austin
Acura,RL,,Clay Johnson Auto Sales,,,34300.0,C_CND_000647,3/1/2022,Rowan,Female,1703000.0,Pale White,78758-7841,SUV,6067809.0,Austin
Acura,RL,,Diehl Motor CO Inc,,,17000.0,C_CND_002230,5/3/2022,Maylis,Male,1080000.0,Pale White,06457-3834,SUV,8159283.0,Middletown
Acura,RL,,Diehl Motor CO Inc,,,17000.0,C_CND_018696,9/22/2023,Aaron,Female,793437.5,Red,06457-3834,SUV,7438673.0,Middletown
Acura,RL,,Diehl Motor CO Inc,,,18001.0,C_CND_009977,12/17/2022,Alexa,Male,990000.0,Black,06457-3834,SUV,8438460.0,Middletown
Acura,RL,,Diehl Motor CO Inc,,,26000.0,C_CND_022734,12/10/2023,Cora,Female,793437.5,Red,06457-3834,SUV,8199739.0,Scottsdale
Acura,RL,,Diehl Motor CO Inc,,,31500.0,C_CND_003308,6/18/2022,Juliet,Male,967500.0,Red,06457-3834,SUV,6897617.0,Middletown
Acura,RL,,Diehl Motor CO Inc,,,34001.0,C_CND_015472,7/4/2023,Lou,Male,793437.5,Pale White,06457-3834,SUV,6694635.0,Middletown
Acura,RL,,Diehl Motor CO Inc,,,34500.0,C_CND_004217,7/26/2022,Guilaume,Male,793437.5,Red,06457-3834,SUV,8740322.0,Middletown
Acura,RL,,Enterprise Rent A Car,,,17000.0,C_CND_009846,12/14/2022,Suri,Male,1500000.0,Pale White,60504-7114,SUV,7663576.0,Aurora
Acura,RL,,Enterprise Rent A Car,,,17001.0,C_CND_010386,12/25/2022,Greyson,Male,970000.0,Pale White,60504-7114,SUV,7699549.0,Aurora
Acura,RL,,Enterprise Rent A Car,,,17001.0,C_CND_017324,9/1/2023,Mathieu,Male,793437.5,Pale White,60504-7114,SUV,8138431.0,Aurora
Acura,RL,,Enterprise Rent A Car,,,18000.0,C_CND_010760,1/9/2023,Zev,Female,793437.5,Black,60504-7114,SUV,8918002.0,Aurora
Acura,RL,,Enterprise Rent A Car,,,18001.0,C_CND_010572,12/30/2022,Spencer,Male,1400000.0,Black,60504-7114,SUV,8827418.0,Aurora
Acura,RL,,Enterprise Rent A Car,,,24000.0,C_CND_002371,5/10/2022,Jamari,Male,793437.5,Black,60504-7114,SUV,6124724.0,Aurora
Acura,RL,,Enterprise Rent A Car,,,24001.0,C_CND_021183,11/18/2023,Xander,Female,793437.5,Black,60504-7114,SUV,8710722.0,Aurora
Acura,RL,,Enterprise Rent A Car,,,26500.0,C_CND_011913,3/13/2023,Armani,Male,1315000.0,Red,60504-7114,SUV,8541436.0,Aurora
Acura,RL,,Enterprise Rent A Car,,,31001.0,C_CND_001118,3/22/2022,Amanda,Male,1900000.0,Red,60504-7114,SUV,8994646.0,Aurora
Acura,RL,,Enterprise Rent A Car,,,34200.0,C_CND_010374,12/25/2022,Dayana,Male,1012000.0,Pale White,60504-7114,SUV,8669817.0,Aurora
Acura,RL,,Gartner Buick Hyundai Saab,,,17000.0,C_CND_004735,8/21/2022,Cesar,Female,793437.5,Red,38701-8047,SUV,6095323.0,Greenville
Acura,RL,,Gartner Buick Hyundai Saab,,,17000.0,C_CND_004867,8/23/2022,Ariana,Female,793437.5,Pale White,38701-8047,SUV,8371546.0,Scottsdale
Acura,RL,,Gartner Buick Hyundai Saab,,,17000.0,C_CND_013879,5/21/2023,Rosa,Male,793437.5,Red,38701-8047,SUV,7640145.0,Greenville
Acura,RL,,Gartner Buick Hyundai Saab,,,17000.0,C_CND_018689,9/22/2023,Theodore,Male,793437.5,Red,38701-8047,SUV,8274970.0,Greenville
Acura,RL,,Gartner Buick Hyundai Saab,,,17000.0,C_CND_020197,11/3/2023,Ezekiel,Male,793437.5,Pale White,38701-8047,SUV,6605124.0,Greenville
Acura,RL,,Gartner Buick Hyundai Saab,,,17500.0,C_CND_000736,3/5/2022,Carine,Female,1325000.0,Pale White,38701-8047,SUV,6023526.0,Greenville
Acura,RL,,Gartner Buick Hyundai Saab,,,17500.0,C_CND_008038,11/13/2022,Mikayla,Female,793437.5,Pale White,38701-8047,SUV,8954760.0,Greenville
Acura,RL,,Gartner Buick Hyundai Saab,,,24000.0,C_CND_000431,2/9/2022,Jayda,Male,2100000.0,Black,38701-8047,SUV,8328637.0,Greenville
Acura,RL,,Gartner Buick Hyundai Saab,,,26001.0,C_CND_011186,2/5/2023,Jacob,Male,793437.5,Red,38701-8047,SUV,7883660.0,Greenville
Acura,RL,,Gartner Buick Hyundai Saab,,,31000.0,C_CND_000464,2/14/2022,Moshe,Male,2010000.0,Pale White,38701-8047,SUV,8938872.0,Greenville
Acura,RL,,Gartner Buick Hyundai Saab,,,34000.0,C_CND_022911,12/12/2023,Zalmen,Female,793437.5,Red,38701-8047,SUV,7030945.0,Greenville
Acura,RL,,Gartner Buick Hyundai Saab,,,34800.0,C_CND_021641,11/24/2023,Joy,Male,793437.5,Pale White,38701-8047,SUV,7605874.0,Greenville
Acura,RL,,Hatfield Volkswagen,,,17000.0,C_CND_014793,6/12/2023,Isabella,Female,793437.5,Pale White,99301-3882,SUV,8542669.0,Greenville
Acura,RL,,Hatfield Volkswagen,,,17000.0,C_CND_023330,12/22/2023,Liliana,Female,793437.5,Pale White,99301-3882,SUV,7533837.0,Austin
Acura,RL,,Hatfield Volkswagen,,,17500.0,C_CND_007151,10/23/2022,Edison,Female,1145000.0,Pale White,99301-3882,SUV,7736472.0,Aurora
Acura,RL,,Hatfield Volkswagen,,,17601.0,C_CND_012201,3/21/2023,Ahmed,Female,1026000.0,Red,99301-3882,SUV,7905792.0,Austin
Acura,RL,,Hatfield Volkswagen,,,18000.0,C_CND_001898,4/20/2022,Juliet,Male,793437.5,Black,99301-3882,SUV,8283697.0,Pasco
Acura,RL,,Hatfield Volkswagen,,,24500.0,C_CND_012092,3/17/2023,Emerson,Male,793437.5,Black,99301-3882,SUV,6751385.0,Pasco
Acura,RL,,Hatfield Volkswagen,,,26000.0,C_CND_013509,5/8/2023,Mackenzie,Male,1480000.0,Red,99301-3882,SUV,8021317.0,Pasco
Acura,RL,,Hatfield Volkswagen,,,34000.0,C_CND_005633,9/13/2022,Aicha,Female,880000.0,Pale White,99301-3882,SUV,7862928.0,Scottsdale
Acura,RL,,Hatfield Volkswagen,,,34001.0,C_CND_014685,6/12/2023,Tahaya,Male,793437.5,Pale White,99301-3882,SUV,6815120.0,Pasco
Acura,RL,,Iceberg Rentals,,,17000.0,C_CND_005807,9/17/2022,Edgar,Male,810000.0,Pale White,53546-9427,SUV,8615848.0,Janesville
Acura,RL,,Iceberg Rentals,,,17000.0,C_CND_016850,8/20/2023,Pedro,Male,793437.5,Red,53546-9427,SUV,8219690.0,Scottsdale
Acura,RL,,Iceberg Rentals,,,17000.0,C_CND_021415,11/20/2023,Dorian,Female,793437.5,Pale White,53546-9427,SUV,7409833.0,Austin
Acura,RL,,Iceberg Rentals,,,17001.0,C_CND_015476,7/4/2023,Manon,Female,793437.5,Pale White,53546-9427,SUV,8477246.0,Janesville
Acura,RL,,Iceberg Rentals,,,18500.0,C_CND_001861,4/18/2022,Yann,Male,2356062.5,Black,53546-9427,SUV,8469054.0,Janesville
Acura,RL,,Iceberg Rentals,,,24000.0,C_CND_007641,11/7/2022,Judy,Male,793437.5,Black,53546-9427,SUV,6373055.0,Janesville
Acura,RL,,Iceberg Rentals,,,31000.0,C_CND_010193,12/21/2022,Ava,Male,793437.5,Pale White,53546-9427,SUV,8237853.0,Janesville
Acura,RL,,Iceberg Rentals,,,31000.0,C_CND_016169,7/23/2023,Owen,Male,793437.5,Pale White,53546-9427,SUV,6597022.0,Janesville
Acura,RL,,Iceberg Rentals,,,31601.0,C_CND_021746,11/26/2023,Aurore,Male,1206000.0,Pale White,53546-9427,SUV,8800505.0,Janesville
Acura,RL,,McKinney Dodge Chrysler Jeep,,,17000.0,C_CND_008103,11/14/2022,Samuel,Male,793437.5,Pale White,85257-3102,SUV,7036812.0,Scottsdale
Acura,RL,,McKinney Dodge Chrysler Jeep,,,17000.0,C_CND_011799,3/10/2023,Abdiel,Female,793437.5,Pale White,85257-3102,SUV,8793180.0,Scottsdale
Acura,RL,,McKinney Dodge Chrysler Jeep,,,17000.0,C_CND_015932,7/17/2023,Krish,Male,793437.5,Pale White,85257-3102,SUV,7019969.0,Middletown
